zscale-x,zscale-y,zscale-z,min_n,max_n,min_r,max_r,valid_gap,dist_sum,dtw_thv
-1.129750,-1.073723,0.000000,46,139,0.800000,1.200000,0.083362,7.672448,0.099375
-1.182691,-0.987701,0.000000
-1.225959,-0.888929,0.000000
-1.258831,-0.782067,0.000000
-1.280774,-0.670873,0.000000
-1.291454,-0.557981,0.000000
-1.290748,-0.444989,0.000000
-1.278749,-0.332776,0.000000
-1.255752,-0.221918,0.000000
-1.222198,-0.113045,0.000000
-1.178606,-0.007046,0.000000
-1.125493,0.094921,0.000000
-1.063338,0.191561,0.000000
-0.992578,0.281639,0.000000
-0.913670,0.364145,0.000000
-0.827182,0.438351,0.000000
-0.733872,0.503771,0.000000
-0.634733,0.560051,0.000000
-0.530953,0.606869,0.000000
-0.423806,0.643895,0.000000
-0.314498,0.670834,0.000000
-0.204022,0.687518,0.000000
-0.093078,0.693981,0.000000
0.017892,0.690462,0.000000
0.128575,0.677307,0.000000
0.238590,0.654810,0.000000
0.347310,0.623077,0.000000
0.453786,0.582005,0.000000
0.556817,0.531441,0.000000
0.655151,0.471469,0.000000
0.747760,0.402720,0.000000
0.834056,0.326533,0.000000
0.913939,0.244809,0.000000
0.987638,0.159537,0.000000
1.055358,0.072099,0.000000
1.116888,-0.017356,0.000000
1.171339,-0.110172,0.000000
1.217175,-0.208796,0.000000
1.252617,-0.315727,0.000000
1.276309,-0.432023,0.000000
1.288056,-0.555834,0.000000
1.289337,-0.681532,0.000000
1.283350,-0.799879,0.000000
1.274492,-0.899372,0.000000
1.267378,-0.968515,0.000000
1.265673,-0.998410,0.000000
1.271123,-0.984907,0.000000
1.283075,-0.929632,0.000000
1.298682,-0.839589,0.000000
1.313680,-0.725438,0.000000
1.323506,-0.598995,0.000000
1.324374,-0.470708,0.000000
1.313983,-0.347826,0.000000
1.291707,-0.233704,0.000000
1.258258,-0.128290,0.000000
1.215056,-0.029439,0.000000
1.163545,0.065471,0.000000
1.104720,0.158207,0.000000
1.038972,0.248988,0.000000
0.966240,0.336531,0.000000
0.886338,0.418640,0.000000
0.799278,0.493020,0.000000
0.705466,0.557952,0.000000
0.605711,0.612619,0.000000
0.501086,0.657030,0.000000
0.392731,0.691667,0.000000
0.281703,0.717057,0.000000
0.168909,0.733448,0.000000
0.055153,0.740711,0.000000
-0.058781,0.738449,0.000000
-0.172052,0.726223,0.000000
-0.283744,0.703781,0.000000
-0.392903,0.671175,0.000000
-0.498617,0.628748,0.000000
-0.600078,0.577020,0.000000
-0.696592,0.516554,0.000000
-0.787541,0.447874,0.000000
-0.872303,0.371463,0.000000
-0.950190,0.287840,0.000000
-1.020430,0.197645,0.000000
-1.082227,0.101673,0.000000
-1.134860,0.000820,0.000000
-1.177790,-0.104041,0.000000
-1.210724,-0.212197,0.000000
-1.233594,-0.323149,0.000000
-1.246457,-0.436513,0.000000
-1.249352,-0.551757,0.000000
-1.242170,-0.667817,0.000000
-1.224605,-0.782704,0.000000
-1.196210,-0.893266,0.000000
-1.156572,-0.995199,0.000000
-1.105558,-1.083381,0.000000
