zscale-x,zscale-y,zscale-z,min_n,max_n,min_r,max_r,valid_gap,dist_sum,dtw_thv
-1.544038,-0.443562,0.000000,31,94,0.800000,1.200000,0.059570,3.793273,0.076260
-1.491563,-0.385619,0.000000
-1.415295,-0.315044,0.000000
-1.326541,-0.239336,0.000000
-1.231906,-0.164209,0.000000
-1.133476,-0.093034,0.000000
-1.030874,-0.027292,0.000000
-0.923570,0.032574,0.000000
-0.812117,0.086526,0.000000
-0.697945,0.134657,0.000000
-0.582373,0.177063,0.000000
-0.465801,0.213607,0.000000
-0.347710,0.243660,0.000000
-0.227397,0.266177,0.000000
-0.104850,0.280245,0.000000
0.018892,0.285731,0.000000
0.142177,0.283369,0.000000
0.263677,0.273994,0.000000
0.383140,0.257492,0.000000
0.501320,0.232580,0.000000
0.619012,0.197961,0.000000
0.735856,0.154039,0.000000
0.849935,0.103423,0.000000
0.958736,0.049086,0.000000
1.060942,-0.008774,0.000000
1.157550,-0.074219,0.000000
1.250908,-0.152899,0.000000
1.341724,-0.245803,0.000000
1.425881,-0.343638,0.000000
1.493692,-0.426836,0.000000
1.532909,-0.472929,0.000000
1.534258,-0.467584,0.000000
1.496215,-0.412330,0.000000
1.425934,-0.323795,0.000000
1.335697,-0.224929,0.000000
1.237169,-0.134057,0.000000
1.137001,-0.058546,0.000000
1.036063,0.004043,0.000000
0.931978,0.059804,0.000000
0.822564,0.112537,0.000000
0.707813,0.161760,0.000000
0.589565,0.204623,0.000000
0.469866,0.238935,0.000000
0.349622,0.264576,0.000000
0.228521,0.282715,0.000000
0.105942,0.294189,0.000000
-0.018096,0.298679,0.000000
-0.142716,0.295166,0.000000
-0.266723,0.282922,0.000000
-0.389281,0.262043,0.000000
-0.510085,0.233210,0.000000
-0.628907,0.197127,0.000000
-0.744995,0.154188,0.000000
-0.856989,0.104521,0.000000
-0.963643,0.048147,0.000000
-1.064893,-0.014990,0.000000
-1.162299,-0.084990,0.000000
-1.258070,-0.161558,0.000000
-1.352675,-0.243047,0.000000
-1.442188,-0.325380,0.000000
-1.517018,-0.401682,0.000000
-1.563269,-0.463242,0.000000
