zscale-x,zscale-y,zscale-z
-1.2812741003751629,-0.02929481177177866,0.0
-1.285062061557494,-0.02787649047261409,0.0
-1.288614148566237,-0.02670966566544268,0.0
-1.291938644432849,-0.025846466436600782,0.0
-1.295043013618597,-0.025338557880661916,0.0
-1.297933846111662,-0.025236711065848724,0.0
-1.3006168135512126,-0.025590375264286036,0.0
-1.3030966376324982,-0.026447256891052845,0.0
-1.3053770708957404,-0.027852909592747388,0.0
-1.3074608898278954,-0.029850339866458714,0.0
-1.3093499000748667,-0.03247963246240511,0.0
-1.3110449534050452,-0.03577759966749179,0.0
-1.312545975911464,-0.039777458316286124,0.0
-1.313852006833599,-0.04450853814067353,0.0
-1.3149612472170953,-0.04999602469367284,0.0
-1.3158711175561402,-0.05626073976835458,0.0
-1.3165783234422428,-0.06331896178302801,0.0
-1.3170789281478787,-0.0711822881924787,0.0
-1.3173684310330427,-0.07985754148111641,0.0
-1.3174418506009085,-0.08934671984469401,0.0
-1.317293810960239,-0.09964699309259008,0.0
-1.3169186304860034,-0.11075074384539325,0.0
-1.3163104114497968,-0.12264565352442573,0.0
-1.3154631293697638,-0.1353148321403549,0.0
-1.3143707209411475,-0.14873699034634658,0.0
-1.3130271693794209,-0.16288665177473693,0.0
-1.3114265861393588,-0.17773440313844358,0.0
-1.3095632879978651,-0.193247179209663,0.0
-1.307431868631663,-0.20938857932864818,0.0
-1.3050272638687,-0.2261192117815108,0.0
-1.3023448099743047,-0.2433970620374486,0.0
-1.2993802943840342,-0.26117788059582187,0.0
-1.2961299984574115,-0.2794155859952216,0.0
-1.2925907319656977,-0.298062678353415,0.0
-1.2887598591232765,-0.31707065877408935,0.0
-1.2846353161335413,-0.3363904498789931,0.0
-1.2802156203286574,-0.35597281278628645,0.0
-1.275499871111086,-0.37576875596170467,0.0
-1.2704877430294879,-0.39572993147782903,0.0
-1.2651794714025164,-0.4158090144929558,0.0
-1.259575831046522,-0.43596006195655584,0.0
-1.2536781086970656,-0.4561388469227478,0.0
-1.247488069841942,-0.47630316515565857,0.0
-1.241007920700748,-0.49641311115845493,0.0
-1.2342402661588243,-0.5164313211392556,0.0
-1.2271880644935422,-0.5363231809136623,0.0
-1.219854579749805,-0.55605699721433,0.0
-1.212243332613974,-0.5756041313498415,0.0
-1.2043580506523333,-0.5949390946833687,0.0
-1.196202618726631,-0.614039605836588,0.0
-1.1877810303872562,-0.6328866100983276,0.0
-1.1790973410025656,-0.651464261891833,0.0
-1.170155623269962,-0.6697598716707965,0.0
-1.1609599257928198,-0.6877638190153611,0.0
-1.1515142352098608,-0.7054694340759905,0.0
-1.141822442362332,-0.7228728498906151,0.0
-1.1318883129047876,-0.7399728283859368,0.0
-1.1217154625923396,-0.7567705631432636,0.0
-1.1113073374816786,-0.7732694622389722,0.0
-1.1006671991379084,-0.7894749146140702,0.0
-1.0897981148600469,-0.8053940435372589,0.0
-1.0787029528687926,-0.8210354508152635,0.0
-1.0673843822671194,-0.8364089553687816,0.0
-1.0558448775902558,-0.8515253297827836,0.0
-1.0440867276252999,-0.8663960383185704,0.0
-1.0321120481258277,-0.8810329797726388,0.0
-1.019922798035065,-0.8954482383310255,0.0
-1.0075207987428192,-0.9096538454025037,0.0
-0.9949077558931437,-0.9236615550971878,0.0
-0.9820852832276485,-0.937482635790302,0.0
-0.9690549279406956,-0.9511276798415238,0.0
-0.9558181970020065,-0.9646064332429185,0.0
-0.9423765839203304,-0.9779276465928328,0.0
-0.928731595460572,-0.9910989484750414,0.0
-0.91488477779039,-1.0041267419067583,0.0
-0.9008377416172065,-1.0170161242254012,0.0
-0.8865921858861004,-1.0297708303631814,0.0
-0.8721499196697873,-1.0423931992037554,0.0
-0.8575128818864692,-1.0548841622979825,0.0
-0.842683158631392,-1.0672432540160144,0.0
-0.8276629978108706,-1.0794686418669588,0.0
-0.8124548209872463,-1.0915571755112379,0.0
-0.7970612322715407,-1.1035044527500482,0.0
-0.7814850242260962,-1.115304900642243,0.0
-0.7657291807686789,-1.1269518696986567,0.0
-0.749796877126855,-1.1384377390475322,0.0
-0.7336914769451519,-1.149754030355319,0.0
-0.7174165266749668,-1.160891528286074,0.0
-0.7009757474233513,-1.1718404052559277,0.0
-0.684373024514132,-1.1825903483040605,0.0
-0.6676123949432019,-1.1931306859286648,0.0
-0.6506980330648366,-1.2034505129067272,0.0
-0.6336342347391118,-1.2135388111580618,0.0
-0.6164254002783855,-1.2233845649383035,0.0
-0.5990760164778268,-1.2329768687830391,0.0
-0.5815906380521084,-1.242305026841438,0.0
-0.5639738687489286,-1.2513586424128338,0.0
-0.5462303424962497,-1.2601276967581774,0.0
-0.5283647047937255,-1.2686026164694695,0.0
-0.5103815946508826,-1.2767743288978206,0.0
-0.4922856273224976,-1.284634305391361,0.0
-0.4740813780417288,-1.2921745923079542,0.0
-0.45577336696111803,-1.2993878300101567,0.0
-0.43736604545464125,-1.3062672602106455,0.0
-0.41886378396581314,-1.3128067222995379,0.0
-0.40027086144786383,-1.3190006394149936,0.0
-0.3815914565718237,-1.3248439951919444,0.0
-0.36282964066137136,-1.3303323022957576,0.0
-0.3439893724964586,-1.335461563913363,0.0
-0.3250744948999646,-1.3402282295362935,0.0
-0.30608873316228,-1.3446291463848015,0.0
-0.2870356952204657,-1.3486615079115807,0.0
-0.2679188735766068,-1.352322800826488,0.0
-0.24874164885606714,-1.355610752073392,0.0
-0.2295072949180232,-1.358523277191531,0.0
-0.2102189854436091,-1.361058431434787,0.0
-0.19087980186692094,-1.363214364890886,0.0
-0.17149274252175556,-1.3649892828601822,0.0
-0.15206073290600738,-1.3663814125195173,0.0
-0.13258663690461703,-1.3673889768475598,0.0
-0.11307326883371593,-1.3680101765852872,0.0
-0.09352340618711506,-1.3682431808634345,0.0
-0.07393980292568936,-1.36808612696937,0.0
-0.054325203163386016,-1.3675371294793799,0.0
-0.03468235512348525,-1.366594298881492,0.0
-0.015014025224132005,-1.3652557695293908,0.0
0.004676987861394977,-1.3635197366356382,0.0
0.024387839297682373,-1.361384501799981,0.0
0.044115624445002194,-1.3588485263636199,0.0
0.06385736566416014,-1.355910491728701,0.0
0.0836099996325376,-1.3525693656086124,0.0
0.10337036534984714,-1.3488244729922587,0.0
0.12313519291777272,-1.344675570514162,0.0
0.14290109321475006,-1.3401229227526652,0.0
0.16266454858521615,-1.3351673789491179,0.0
0.18242190464343758,-1.3298104484447968,0.0
0.20216936327569138,-1.3240543732694678,0.0
0.22190297693676173,-1.3179021960735098,0.0
0.2416186443400636,-1.3113578217816106,0.0
0.26131210757239354,-1.3044260712739928,0.0
0.2809789507344025,-1.2971127255123465,0.0
0.3006146001358706,-1.289424558584111,0.0
0.3202143260796033,-1.281369358271048,0.0
0.33977324627120475,-1.272955932933591,0.0
0.3592863308545874,-1.2641941035842184,0.0
0.3787484090632458,-1.2550946803516807,0.0
0.39815417748312576,-1.245669422620519,0.0
0.4174982098574327,-1.2359309824882494,0.0
0.4367749684143135,-1.2258928313816082,0.0
0.4559788166050439,-1.2155691699673443,0.0
0.47510403319122074,-1.2049748217793919,0.0
0.4941448275633866,-1.1941251112753133,0.0
0.5130953561544718,-1.1830357273345578,0.0
0.5319497398386939,-1.171722573501624,0.0
0.5507020821125751,-1.1602016065446668,0.0
0.5693464879564945,-1.1484886652438897,0.0
0.5878770831333011,-1.1365992914607013,0.0
0.6062880337871589,-1.124548545937571,0.0
0.6245735661159556,-1.1123508213008344,0.0
0.6427279859362405,-1.1000196551082855,0.0
0.6607456979481529,-1.0875675457845881,0.0
0.6786212244666804,-1.0750057744463457,0.0
0.6963492234597592,-1.0623442357272699,0.0
0.7139245057032757,-1.049591280632617,0.0
0.7313420508242393,-1.0367535744882326,0.0
0.7485970221332006,-1.0238359730010616,0.0
0.7656847800419796,-1.0108414192024961,0.0
0.7826008939332164,-0.9977708639764946,0.0
0.799341152386765,-0.9846232126048555,0.0
0.8159015716164463,-0.9713952994229214,0.0
0.8322784021044144,-0.9580818924801395,0.0
0.8484681332773841,-0.9446757295681232,0.0
0.8644674963047231,-0.931167586715459,0.0
0.880273464887895,-0.9175463796932795,0.0
0.8958832541490743,-0.9037992986652947,0.0
0.9112943175851856,-0.8899119755623759,0.0
0.9265043421662361,-0.8758686833465132,0.0
0.9415112416480244,-0.8616525656572431,0.0
0.9563131481747308,-0.8472458949377334,0.0
0.970908402307643,-0.832630356585794,0.0
0.9852955415611836,-0.8177873561206422,0.0
0.9994732876160571,-0.8026983459742565,0.0
1.0134405323089863,-0.7873451679902607,0.0
1.0271963226136365,-0.7717104073694548,0.0
1.040739844679915,-0.7557777534289344,0.0
1.0540704071738332,-0.7395323622276023,0.0
1.06718742401915,-0.7229612159365731,0.0
1.0800903967115498,-0.7060534736067582,0.0
1.0927788963640817,-0.6888008079448408,0.0
1.1052525456329334,-0.6711977226918211,0.0
1.1175110006448787,-0.6532418452494636,0.0
1.1295539330760804,-0.6349341894001445,0.0
1.1413810125068384,-0.616279383156521,0.0
1.152991889164271,-0.5972858571443496,0.0
1.1643861771605921,-0.5779659893144768,0.0
1.1755634383294857,-0.5583362022270802,0.0
1.1865231667612837,-0.5384170097511918,0.0
1.1972647741244054,-0.5182330106446755,0.0
1.2077875758161807,-0.4978128270667585,0.0
1.2180907781106587,-0.47718898692287953,0.0
1.228173466265204,-0.45639774965220276,0.0
1.238034593762631,-0.43547887579828387,0.0
1.2476729726857583,-0.41447534163851596,0.0
1.257087265354061,-0.3934330008591089,0.0
1.2662759772636338,-0.3724001961297934,0.0
1.2752374514377567,-0.3514273241971033,0.0
1.2839698642368822,-0.3305663588705093,0.0
1.2924712227662114,-0.30987033700118166,0.0
1.3007393639077005,-0.2893928132219406,0.0
1.308771955138544,-0.2691872897469434,0.0
1.3165664971725968,-0.24930662812048154,0.0
1.324120328550393,-0.2298024501572935,0.0
1.3314306322640161,-0.2107245356959705,0.0
1.3384944444984177,-0.19212022495434516,0.0
1.3453086655779536,-0.1740338334484679,0.0
1.351870073194512,-0.15650608741032845,0.0
1.358175337947775,-0.13957358748377918,0.0
1.3642210412593292,-0.1232683083690969,0.0
1.370003695683951,-0.10761714159791484,0.0
1.3755197675720954,-0.09264148826032871,0.0
1.3807657021057982,-0.07835690795349907,0.0
1.385737950580071,-0.06477282950363687,0.0
1.3904329998583986,-0.05189232829722512,0.0
1.394847403865419,-0.03971197425037175,0.0
1.3989778169113554,-0.028221753517753773,0.0
1.4028210286327525,-0.0174050660881689,0.0
1.4063740002842389,-0.007238800426040762,0.0
1.4096339020765594,0.0023065146921294744,0.0
1.4125981511830403,0.011266482083740668,0.0
1.4152644500491707,0.019682533755328267,0.0
1.4176308245538534,0.027601557131261376,0.0
1.4196956615667484,0.03507545392798021,0.0
1.4214577453928174,0.04216063654386455,0.0
1.4229162926076229,0.04891746776157903,0.0
1.424070984724585,0.05540965038097987,0.0
1.4249219981499912,0.061703574059114925,0.0
1.4254700308985435,0.06786762732466559,0.0
1.4257163254938243,0.07397148318293167,0.0
1.425662687565945,0.08008536716273723,0.0
1.4253114996117768,0.08627931692002261,0.0
1.4246657294783531,0.0926224426162105,0.0
1.4237289331402887,0.09918219736582731,0.0
1.4225052514040855,0.10602366688301006,0.0
1.4209994002526467,0.11320888721088684,0.0
1.4192166545799243,0.12079619907245845,0.0
1.417162825189388,0.12883964686547927,0.0
1.4148442289765173,0.137388429699241,0.0
1.4122676523390378,0.14648641122377482,0.0
1.4094403079356381,0.15617169410605886,0.0
1.406369785019556,0.16647626421817538,0.0
1.4030639936736748,0.17742570856667206,0.0
1.3995311033812978,0.18903901002891021,0.0
1.395779476447828,0.20132842093246972,0.0
1.3918175969005675,0.21429941637068256,0.0
1.387653995576448,0.22795072716849812,0.0
1.3832971721798781,0.24227445126805391,0.0
1.3787555151847857,0.25725624129944324,0.0
1.3740372204986935,0.27287556508665695,0.0
1.3691502098654456,0.2891060349002111,0.0
1.3641020500255747,0.30591580037144833,0.0
1.3588998736587734,0.3232679991958843,0.0
1.3535503031695453,0.34112125904621055,0.0
1.348059378331281,0.35943024349549924,0.0
1.342432488826516,0.3781462342609182,0.0
1.3366743126358605,0.3972177416977906,0.0
1.3307887612111873,0.41659113519617325,0.0
1.3247789322704147,0.4362112850186242,0.0
1.3186470709842621,0.4560222070488298,0.0
1.3123945402233097,0.4759677020834966,0.0
1.3060218004113433,0.4959919814725135,0.0
1.299528399424409,0.5160402712471668,0.0
1.2929129728483049,0.5360593873684348,0.0
1.2861732547435791,0.5559982751809948,0.0
1.2793060989619798,0.5758085068573179,0.0
1.2723075108776931,0.5954447312673883,0.0
1.2651726892860884,0.6148650715256985,0.0
1.2578960780523807,0.6340314662407437,0.0
1.2504714269613402,0.6529099513985832,0.0
1.2428918611035378,0.6714708806652684,0.0
1.2351499579756446,0.6896890828303204,0.0
1.2272378313965682,0.7075439559803686,0.0
1.2191472212203591,0.7250194988995774,0.0
1.210869587737407,0.7421042810486624,0.0
1.20239620959254,0.7587913532989711,0.0
1.1937182840213294,0.7750781023425233,0.0
1.1848270280975115,0.7909660524511328,0.0
1.175713779766059,0.8064606188479847,0.0
1.1663700973617048,0.8215708175435467,0.0
1.156787856369104,0.8363089369616444,0.0
1.1469593422092015,0.8506901770506656,0.0
1.136877337930984,0.8647322618669935,0.0
1.1265352056806135,0.8784550318525006,0.0
1.115926961021483,0.8918800220674362,0.0
1.1050473391749176,0.9050300326919544,0.0
1.0938918524868009,0.9179286980239117,0.0
1.0824568384181477,0.9306000599873997,0.0
1.070739497622973,0.9430681519720494,0.0
1.0587379217585042,0.9553565984145783,0.0
1.046451110807037,0.9674882352303128,0.0
1.0338789798770143,0.979484755613595,0.0
1.0210223555994677,0.9913663853395622,0.0
1.0078829623371535,1.003151591043752,0.0
0.994463398605916,1.0148568244178873,0.0
0.9807671042432232,1.0264963045945061,0.0
0.9667983189521093,1.0380818404619723,0.0
0.9525620329541656,1.0496226938746342,0.0
0.9380639306629045,1.0611254842181768,0.0
0.9233103282293246,1.0725941341447498,0.0
0.9083081060385877,1.0840298556700891,0.0
0.8930646371750689,1.0954311753127617,0.0
0.8775877129159492,1.1067939964292217,0.0
0.8618854664121643,1.1181116964171862,0.0
0.8459662956212822,1.1293752560716175,0.0
0.8298387865751836,1.1405734179639013,0.0
0.81351163803047,1.15169287047362,0.0
0.7969935885153919,1.1627184538192177,0.0
0.7802933467091185,1.1736333842692175,0.0
0.7634195259507074,1.1844194925867184,0.0
0.7463805837421852,1.195057472755528,0.0
0.7291847668270074,1.2055271369602087,0.0
0.7118400624494184,1.2158076729471805,0.0
0.694354156244335,1.2258778999596451,0.0
0.6767343970790993,1.2357165196314177,0.0
0.6589877690613424,1.2453023584642298,0.0
0.6411208708573289,1.2546145987218948,0.0
0.623139902217912,1.2636329949430285,0.0
0.6050506576823071,1.272338073546459,0.0
0.5868585271683344,1.2807113133880588,0.0
0.5685685031140683,1.2887353054894417,0.0
0.5501851938011826,1.2963938905410113,0.0
0.5317128423028235,1.3036722731642438,0.0
0.5131553505074202,1.3105571123272184,0.0
0.49451630761891907,1.3170365876817478,0.0
0.47579902239163174,1.3231004419242705,0.0
0.4570065584734959,1.3287399997195997,0.0
0.43814177206896,1.333948163963736,0.0
0.419207351226502,1.3387193905647,0.0
0.40020585599100233,1.3430496431156593,0.0
0.3811397587216322,1.3469363291422893,0.0
0.36201148389484705,1.3503782198156817,0.0
0.34282344672713794,1.3533753551592012,0.0
0.32357809000593196,1.355928936973142,0.0
0.30427791860704745,1.3580412117796263,0.0
0.28492553117055386,1.359715346147353,0.0
0.2655236485250797,1.3609552968192284,0.0
0.24607513851786886,1.361765678032245,0.0
0.22658303693020412,1.3621516283629156,0.0
0.2070505643105723,1.3621186794152114,0.0
0.18748113855263335,1.3616726284858607,0.0
0.1678783831693674,1.3608194172723957,0.0
0.14824613129671402,1.3595650184667525,0.0
0.12858842542333346,1.3579153319540347,0.0
0.10890951311289707,1.355876092065933,0.0
0.08921383876048758,1.3534527871704356,0.0
0.06950603179718509,1.3506505926157841,0.0
0.04979089148596352,1.3474743177880262,0.0
0.030073368785220933,1.3439283678399405,0.0
0.010358545530689017,1.340016720311744,0.0
-0.0093483885633045,1.3357429167042583,0.0
-0.029042160730908206,1.3311100687328774,0.0
-0.04871744135874842,1.3261208787853402,0.0
-0.06836887112452542,1.320777673878039,0.0
-0.08799108863304902,1.3150824521484354,0.0
-0.1075787581310516,1.3090369407575029,0.0
-0.12712659687693895,1.3026426638609907,0.0
-0.14662940175339081,1.2959010191437774,0.0
-0.16608207475282036,1.2888133612829773,0.0
-0.18547964699753003,1.281381090571038,0.0
-0.20481730092755973,1.2736057448436073,0.0
-0.2240903904202968,1.265489092781524,0.0
-0.24329445852256923,1.2570332266346618,0.0
-0.26242525262459765,1.2482406523942766,0.0
-0.28147873686532365,1.2391143754576182,0.0
-0.30045110162417454,1.2296579798915916,0.0
-0.3193387699964709,1.2198756994639175,0.0
-0.3381384011878835,1.2097724787416881,0.0
-0.3568468907667917,1.1993540226546495,0.0
-0.3754613678247542,1.1886268331219678,0.0
-0.393979189043816,1.1775982314786506,0.0
-0.41239792977128253,1.1662763657102464,0.0
-0.43071537220322564,1.1546702016511927,0.0
-0.4489294907953254,1.1427894976123427,0.0
-0.467038435120277,1.1306447621366893,0.0
