0.996028	-0.053369	0.071277
0.995966	-0.053531	0.072020
0.995891	-0.053759	0.072872
0.995808	-0.054143	0.073719
0.995738	-0.054502	0.074400
0.995668	-0.054847	0.075079
0.995589	-0.055162	0.075897
0.995507	-0.055368	0.076820
0.995432	-0.055432	0.077727
0.995374	-0.055353	0.078528
0.995339	-0.055182	0.079094
0.995309	-0.055061	0.079546
0.995279	-0.055006	0.079963
0.995258	-0.054853	0.080333
0.995252	-0.054563	0.080605
0.995275	-0.054043	0.080664
0.995316	-0.053418	0.080577
0.995363	-0.052834	0.080382
0.995387	-0.052446	0.080333
0.995395	-0.052241	0.080375
0.995422	-0.052014	0.080185
0.995475	-0.051756	0.079693
0.995560	-0.051431	0.078832
0.995686	-0.050906	0.077581
0.995814	-0.050290	0.076329
0.995930	-0.049665	0.075212
0.996042	-0.049016	0.074152
0.996148	-0.048383	0.073133
0.996116	-0.048927	0.073201
0.996099	-0.049296	0.073187
0.996104	-0.049369	0.073069
0.996122	-0.049253	0.072905
0.996154	-0.048977	0.072646
0.996189	-0.048741	0.072332
0.996202	-0.048793	0.072113
0.996192	-0.049127	0.072031
0.996169	-0.049662	0.071974
0.996141	-0.050330	0.071902
0.996110	-0.050966	0.071878
0.996099	-0.051395	0.071729
0.996101	-0.051670	0.071509
0.996098	-0.051957	0.071344
0.996094	-0.052193	0.071216
0.996099	-0.052353	0.071037
0.996102	-0.052502	0.070880
0.996102	-0.052658	0.070769
0.996111	-0.052744	0.070578
0.996108	-0.052971	0.070456
0.996076	-0.053462	0.070523
0.996042	-0.054007	0.070591
0.996017	-0.054516	0.070555
0.995992	-0.055034	0.070512
0.995967	-0.055474	0.070524
0.995944	-0.055773	0.070598
0.995922	-0.055903	0.070817
0.995907	-0.055862	0.071054
0.995904	-0.055705	0.071218
0.995911	-0.055529	0.071265
0.995922	-0.055412	0.071192
0.995927	-0.055486	0.071075
0.995911	-0.055803	0.071044
0.995878	-0.056266	0.071145
0.995839	-0.056748	0.071310
0.995807	-0.057120	0.071449
0.995789	-0.057317	0.071544
0.995788	-0.057312	0.071573
0.995792	-0.057227	0.071582
0.995783	-0.057221	0.071702
0.995769	-0.057252	0.071875
0.995755	-0.057329	0.072002
0.995735	-0.057556	0.072102
0.995699	-0.057959	0.072284
0.995663	-0.058390	0.072432
0.995635	-0.058712	0.072555
0.995616	-0.058900	0.072655
