zscale-x,zscale-y,zscale-z,min_n,max_n,min_r,max_r,valid_gap,dist_sum,dtw_thv
-1.566535,-0.405556,0.000000,88,163,0.700000,1.300000,0.029785,3.793273,0.080997
-1.538078,-0.367956,0.000000
-1.505707,-0.332474,0.000000
-1.469638,-0.298952,0.000000
-1.430107,-0.267208,0.000000
-1.387373,-0.237044,0.000000
-1.341710,-0.208249,0.000000
-1.293403,-0.180606,0.000000
-1.242744,-0.153901,0.000000
-1.190030,-0.127919,0.000000
-1.135555,-0.102461,0.000000
-1.079606,-0.077343,0.000000
-1.022460,-0.052401,0.000000
-0.964380,-0.027501,0.000000
-0.905610,-0.002535,0.000000
-0.846375,0.022565,0.000000
-0.786872,0.047835,0.000000
-0.727273,0.073267,0.000000
-0.667723,0.098815,0.000000
-0.608335,0.124392,0.000000
-0.549194,0.149868,0.000000
-0.490356,0.175077,0.000000
-0.431848,0.199816,0.000000
-0.373668,0.223848,0.000000
-0.315792,0.246911,0.000000
-0.258174,0.268717,0.000000
-0.200748,0.288962,0.000000
-0.143435,0.307331,0.000000
-0.086146,0.323507,0.000000
-0.028785,0.337174,0.000000
0.028744,0.348031,0.000000
0.086534,0.355793,0.000000
0.144667,0.360202,0.000000
0.203214,0.361035,0.000000
0.262226,0.358107,0.000000
0.321734,0.351282,0.000000
0.381742,0.340474,0.000000
0.442224,0.325652,0.000000
0.503125,0.306847,0.000000
0.564355,0.284151,0.000000
0.625789,0.257718,0.000000
0.687270,0.227764,0.000000
0.748603,0.194570,0.000000
0.809564,0.158473,0.000000
0.869895,0.119866,0.000000
0.929311,0.079192,0.000000
0.987504,0.036938,0.000000
1.044142,-0.006373,0.000000
1.098882,-0.050188,0.000000
1.151367,-0.093934,0.000000
1.201237,-0.137026,0.000000
1.248133,-0.178880,0.000000
1.291703,-0.218917,0.000000
1.331607,-0.256579,0.000000
1.367526,-0.291334,0.000000
1.399164,-0.322687,0.000000
1.426254,-0.350188,0.000000
1.448564,-0.373441,0.000000
1.465902,-0.392110,0.000000
1.478115,-0.405923,0.000000
1.485097,-0.414682,0.000000
1.486788,-0.418259,0.000000
1.483174,-0.416607,0.000000
1.474291,-0.409752,0.000000
1.460221,-0.397798,0.000000
1.441091,-0.380922,0.000000
1.417072,-0.359374,0.000000
1.388374,-0.333469,0.000000
1.355244,-0.303582,0.000000
1.317959,-0.270142,0.000000
1.276823,-0.233627,0.000000
1.232163,-0.194548,0.000000
1.184319,-0.153449,0.000000
1.133641,-0.110891,0.000000
1.080485,-0.067446,0.000000
1.025201,-0.023687,0.000000
0.968135,0.019823,0.000000
0.909616,0.062537,0.000000
0.849960,0.103935,0.000000
0.789456,0.143531,0.000000
0.728371,0.180879,0.000000
0.666941,0.215580,0.000000
0.605370,0.247284,0.000000
0.543833,0.275699,0.000000
0.482468,0.300590,0.000000
0.421381,0.321778,0.000000
0.360646,0.339145,0.000000
0.300307,0.352633,0.000000
0.240377,0.362235,0.000000
0.180845,0.368001,0.000000
0.121679,0.370029,0.000000
0.062828,0.368458,0.000000
0.004225,0.363468,0.000000
-0.054204,0.355271,0.000000
-0.112537,0.344104,0.000000
-0.170854,0.330223,0.000000
-0.229229,0.313897,0.000000
-0.287729,0.295399,0.000000
-0.346404,0.275001,0.000000
-0.405290,0.252970,0.000000
-0.464401,0.229556,0.000000
-0.523729,0.204994,0.000000
-0.583238,0.179494,0.000000
-0.642868,0.153240,0.000000
-0.702529,0.126387,0.000000
-0.762103,0.099059,0.000000
-0.821443,0.071344,0.000000
-0.880375,0.043300,0.000000
-0.938703,0.014950,0.000000
-0.996202,-0.013713,0.000000
-1.052632,-0.042727,0.000000
-1.107732,-0.072155,0.000000
-1.161230,-0.102086,0.000000
-1.212844,-0.132627,0.000000
-1.262285,-0.163900,0.000000
-1.309265,-0.196040,0.000000
-1.353500,-0.229186,0.000000
-1.394712,-0.263480,0.000000
-1.432636,-0.299059,0.000000
-1.467026,-0.336054,0.000000
-1.497652,-0.374581,0.000000
-1.524312,-0.414743,0.000000
-1.546830,-0.456618,0.000000
-1.565059,-0.500263,0.000000
