0.947248	-0.278887	-0.157934
0.947386	-0.278734	-0.157374
0.947550	-0.278592	-0.156638
0.947771	-0.278400	-0.155637
0.947998	-0.278200	-0.154613
0.948160	-0.278095	-0.153805
0.948243	-0.278029	-0.153412
0.948342	-0.277846	-0.153131
0.948480	-0.277511	-0.152881
0.948554	-0.277282	-0.152842
0.948582	-0.277171	-0.152866
0.948610	-0.277068	-0.152881
0.948630	-0.277023	-0.152834
0.948643	-0.277045	-0.152717
0.948633	-0.277122	-0.152643
0.948605	-0.277227	-0.152622
0.948611	-0.277252	-0.152537
0.948662	-0.277191	-0.152332
0.948686	-0.277178	-0.152209
0.948669	-0.277198	-0.152279
0.948663	-0.277176	-0.152353
0.948682	-0.277102	-0.152369
0.948692	-0.277038	-0.152428
0.948690	-0.277010	-0.152492
0.948700	-0.276957	-0.152523
0.948691	-0.276944	-0.152601
0.948675	-0.276912	-0.152757
0.948646	-0.276872	-0.153011
0.948653	-0.276731	-0.153225
0.948679	-0.276524	-0.153437
0.948684	-0.276318	-0.153779
0.948753	-0.275957	-0.153998
0.948892	-0.275407	-0.154124
0.949037	-0.274819	-0.154285
0.949178	-0.274242	-0.154445
0.949331	-0.273707	-0.154450
0.949463	-0.273287	-0.154384
0.949596	-0.272939	-0.154178
0.949770	-0.272559	-0.153779
0.949979	-0.272160	-0.153193
0.950234	-0.271688	-0.152451
0.950462	-0.271274	-0.151767
0.950710	-0.270818	-0.151021
0.950940	-0.270337	-0.150436
0.951131	-0.269923	-0.149972
0.951330	-0.269492	-0.149484
0.951509	-0.269059	-0.149125
0.951567	-0.268880	-0.149078
0.951715	-0.268723	-0.148412
0.951880	-0.268656	-0.147470
0.952003	-0.268718	-0.146560
0.952151	-0.268698	-0.145633
0.952292	-0.268612	-0.144874
0.952480	-0.268355	-0.144110
0.952652	-0.268105	-0.143437
0.952734	-0.268056	-0.142978
0.952729	-0.268212	-0.142721
0.952697	-0.268416	-0.142553
0.952683	-0.268527	-0.142438
0.952711	-0.268469	-0.142358
0.952767	-0.268277	-0.142350
0.952792	-0.268125	-0.142464
0.952811	-0.268030	-0.142514
0.952850	-0.267956	-0.142395
0.952877	-0.267962	-0.142203
0.952879	-0.268017	-0.142087
0.952882	-0.267991	-0.142113
0.952900	-0.267855	-0.142253
0.952907	-0.267686	-0.142524
0.952883	-0.267575	-0.142890
0.952846	-0.267493	-0.143288
0.952788	-0.267455	-0.143744
0.952708	-0.267438	-0.144304
0.952622	-0.267389	-0.144961
0.952537	-0.267273	-0.145738
0.952414	-0.267172	-0.146722
0.952263	-0.267017	-0.147975
0.952059	-0.266765	-0.149732
0.951813	-0.266498	-0.151754
0.951608	-0.266200	-0.153559
0.951434	-0.265835	-0.155260
0.951240	-0.265490	-0.157030
0.951043	-0.265185	-0.158727
0.950794	-0.265089	-0.160371
0.950478	-0.265153	-0.162128
0.950197	-0.265142	-0.163786
0.950008	-0.265036	-0.165049
0.949876	-0.264893	-0.166032
0.949695	-0.265003	-0.166890
0.949621	-0.264922	-0.167441
0.949527	-0.264874	-0.168046
0.949429	-0.264873	-0.168606
0.949313	-0.264970	-0.169100
0.949240	-0.265020	-0.169435
0.949192	-0.265100	-0.169579
0.948998	-0.265583	-0.169907
0.948816	-0.266088	-0.170136
0.948696	-0.266562	-0.170062
0.948633	-0.266963	-0.169783
0.948615	-0.267257	-0.169422
0.948627	-0.267423	-0.169091
0.948640	-0.267563	-0.168794
0.948663	-0.267690	-0.168465
0.948632	-0.267946	-0.168235
0.948543	-0.268330	-0.168124
0.948517	-0.268561	-0.167900
0.948543	-0.268654	-0.167601
0.948528	-0.268826	-0.167416
0.948525	-0.268913	-0.167290
0.948544	-0.268959	-0.167107
0.948547	-0.269077	-0.166904
0.948494	-0.269321	-0.166813
0.948524	-0.269308	-0.166660
0.948549	-0.269263	-0.166588
0.948566	-0.269245	-0.166520
0.948624	-0.269170	-0.166312
0.948642	-0.269277	-0.166036
0.948606	-0.269618	-0.165685
0.948578	-0.269943	-0.165323
0.948577	-0.270151	-0.164983
0.948676	-0.270072	-0.164548
0.948775	-0.269955	-0.164164
0.948810	-0.269945	-0.163979
0.948811	-0.269956	-0.163957
0.948859	-0.269849	-0.163852
0.948924	-0.269730	-0.163670
0.948947	-0.269747	-0.163510
0.948972	-0.269762	-0.163343
0.949015	-0.269733	-0.163139
0.949073	-0.269640	-0.162955
0.949083	-0.269621	-0.162931
0.949067	-0.269671	-0.162941
0.949010	-0.269802	-0.163058
0.948928	-0.269966	-0.163263
0.948887	-0.270025	-0.163403
0.948886	-0.270001	-0.163447
0.948890	-0.269961	-0.163489
0.948891	-0.269940	-0.163519
0.948892	-0.269943	-0.163511
0.948847	-0.270078	-0.163544
0.948745	-0.270354	-0.163679
0.948658	-0.270539	-0.163884
0.948586	-0.270651	-0.164111
0.948501	-0.270782	-0.164391
0.948452	-0.270826	-0.164595
0.948437	-0.270822	-0.164687
0.948415	-0.270878	-0.164723
0.948344	-0.271075	-0.164809
0.948224	-0.271394	-0.164975
0.948094	-0.271742	-0.165151
0.947945	-0.272098	-0.165416
0.947746	-0.272563	-0.165793
0.947571	-0.272969	-0.166124
0.947417	-0.273355	-0.166368
0.947332	-0.273600	-0.166450
0.947275	-0.273834	-0.166389
0.947175	-0.274222	-0.166318
0.947042	-0.274704	-0.166283
0.946907	-0.275193	-0.166243
0.946767	-0.275740	-0.166131
0.946665	-0.276219	-0.165917
0.946583	-0.276674	-0.165628
0.946511	-0.277076	-0.165364
0.946428	-0.277515	-0.165105
0.946352	-0.277890	-0.164908
0.946269	-0.278219	-0.164833
0.946159	-0.278557	-0.164891
0.946055	-0.278849	-0.164994
0.945965	-0.279118	-0.165057
0.945900	-0.279353	-0.165033
0.945882	-0.279523	-0.164844
0.945895	-0.279673	-0.164515
0.945873	-0.279896	-0.164263
0.945885	-0.279973	-0.164062
0.946071	-0.279583	-0.163654
0.946342	-0.279167	-0.162795
0.946698	-0.278395	-0.162044
0.947211	-0.277010	-0.161425
0.947856	-0.275054	-0.160980
0.948583	-0.272621	-0.160837
0.949474	-0.269490	-0.160855
0.950599	-0.265594	-0.160689
0.951855	-0.261355	-0.160206
0.953117	-0.257148	-0.159508
0.954438	-0.252951	-0.158318
0.955829	-0.248872	-0.156376
