zscale-x,zscale-y,zscale-z,min_n,max_n,min_r,max_r,valid_gap,dist_sum,dtw_thv
1.476293,0.839135,0.000000,118,355,0.800000,1.200000,0.024366,5.727595,0.000000
1.472748,0.809621,0.000000
1.467719,0.778495,0.000000
1.461352,0.746036,0.000000
1.453783,0.712521,0.000000
1.445131,0.678214,0.000000
1.435501,0.643363,0.000000
1.424977,0.608198,0.000000
1.413629,0.572925,0.000000
1.401507,0.537726,0.000000
1.388648,0.502755,0.000000
1.375073,0.468140,0.000000
1.360791,0.433981,0.000000
1.345803,0.400352,0.000000
1.330100,0.367303,0.000000
1.313672,0.334863,0.000000
1.296506,0.303041,0.000000
1.278586,0.271832,0.000000
1.259902,0.241219,0.000000
1.240443,0.211176,0.000000
1.220207,0.181675,0.000000
1.199192,0.152685,0.000000
1.177404,0.124179,0.000000
1.154852,0.096132,0.000000
1.131551,0.068531,0.000000
1.107518,0.041365,0.000000
1.082773,0.014637,0.000000
1.057341,-0.011643,0.000000
1.031244,-0.037456,0.000000
1.004507,-0.062775,0.000000
0.977156,-0.087568,0.000000
0.949214,-0.111797,0.000000
0.920705,-0.135423,0.000000
0.891651,-0.158406,0.000000
0.862075,-0.180710,0.000000
0.831998,-0.202300,0.000000
0.801439,-0.223148,0.000000
0.770422,-0.243231,0.000000
0.738965,-0.262532,0.000000
0.707090,-0.281042,0.000000
0.674820,-0.298757,0.000000
0.642176,-0.315678,0.000000
0.609181,-0.331808,0.000000
0.575858,-0.347153,0.000000
0.542230,-0.361719,0.000000
0.508320,-0.375507,0.000000
0.474151,-0.388517,0.000000
0.439743,-0.400741,0.000000
0.405118,-0.412166,0.000000
0.370292,-0.422774,0.000000
0.335285,-0.432537,0.000000
0.300110,-0.441425,0.000000
0.264784,-0.449403,0.000000
0.229318,-0.456435,0.000000
0.193725,-0.462483,0.000000
0.158019,-0.467516,0.000000
0.122213,-0.471508,0.000000
0.086319,-0.474439,0.000000
0.050355,-0.476302,0.000000
0.014337,-0.477101,0.000000
-0.021715,-0.476851,0.000000
-0.057779,-0.475580,0.000000
-0.093830,-0.473326,0.000000
-0.129845,-0.470136,0.000000
