zscale-x,zscale-y,zscale-z
1.5441559904413555,-0.4435619221660462,0.0
1.4917850172203555,-0.3856192090465509,0.0
1.4153613896791573,-0.3150444943486791,0.0
1.326348133578937,-0.23933604551685272,0.0
1.2315345720408362,-0.16420894676909253,0.0
1.1331164203333812,-0.09303358711288989,0.0
1.0307014393802008,-0.027292160462676955,0.0
0.9236472332890286,0.03257416744732404,0.0
0.8123648150179088,0.08652566719663027,0.0
0.6981939358285836,0.13465652058788793,0.0
0.5824397404751653,0.17706330245183846,0.0
0.46554786248807445,0.2136070922242134,0.0
0.3470709152106369,0.24365991303568627,0.0
0.22638929290867094,0.2661770645117989,0.0
0.10359121888305442,0.28024465781662466,0.0
-0.02017737036161027,0.28573058184272404,0.0
-0.14319438259760164,0.2833694974697105,0.0
-0.26416515951274244,0.2739944973752453,0.0
-0.3830017596122465,0.25749239520492606,0.0
-0.5006987756356107,0.23258035683615672,0.0
-0.6182427744930376,0.1979607018821444,0.0
-0.7352973524430316,0.15403885129220413,0.0
-0.8497769925596556,0.103423305719642,0.0
-0.958911933976398,0.0490861482145909,0.0
-1.0612027701003823,-0.008773683869103807,0.0
-1.1576453057725447,-0.07421891463402312,0.0
-1.2507544089207143,-0.1528985982133994,0.0
-1.3414362769766264,-0.245803491263628,0.0
-1.4256728142267874,-0.34363796658212054,0.0
-1.4937165952620899,-0.4268356849510475,0.0
-1.5331650596306594,-0.4729294958079371,0.0
-1.5346084012189856,-0.46758386263986296,0.0
-1.4964850791453421,-0.41232980065935043,0.0
-1.4260147448343763,-0.32379503249921826,0.0
-1.3355848376455386,-0.2249286687404166,0.0
-1.236932678933603,-0.13405710445055846,0.0
-1.1367122403967342,-0.058546471901330846,0.0
-1.0357521300998394,0.004043384714705264,0.0
-0.9316294439065128,0.05980398674813123,0.0
-0.8221621918044278,0.1125367978786195,0.0
-0.7073834417127645,0.16175984380796535,0.0
-0.5891832139996491,0.2046234511659045,0.0
-0.469615702378247,0.23893516390008077,0.0
-0.34953941559975465,0.2645759309313518,0.0
-0.22856050773511716,0.2827153005774956,0.0
-0.10600765534277018,0.2941893664841153,0.0
0.0180762641942582,0.2986788133133491,0.0
0.1427359844050684,0.2951658106578693,0.0
0.2667066183781905,0.282922371035211,0.0
0.38915327506391273,0.26204298042962315,0.0
0.5098508222185963,0.23321016257773294,0.0
0.6286679324286811,0.19712744763778203,0.0
0.7448806194266031,0.15418778848395784,0.0
0.8570567246876631,0.10452058659336913,0.0
0.9638218275461984,0.048147260445069257,0.0
1.0650259369986634,-0.014990476383974966,0.0
1.1622712005963787,-0.08499021271231025,0.0
1.2579259563675973,-0.1615584025497794,0.0
1.3526609482470686,-0.24304726529760548,0.0
1.4426723850405199,-0.3253804482279077,0.0
1.5183362026507603,-0.40168216582016536,0.0
1.5655778170800225,-0.46324169459661235,0.0
