0.996265	0.005382	0.086184
0.996255	0.005337	0.086304
0.996239	0.005465	0.086476
0.996219	0.005915	0.086681
0.996179	0.006889	0.087065
0.996129	0.008070	0.087531
0.996089	0.009011	0.087895
0.996051	0.009811	0.088238
0.996017	0.010534	0.088542
0.995990	0.011156	0.088768
0.995963	0.011884	0.088977
0.995945	0.012710	0.089062
0.995938	0.013423	0.089038
0.995932	0.013955	0.089026
0.995933	0.014324	0.088950
0.995945	0.014506	0.088790
0.995950	0.014566	0.088723
0.995949	0.014745	0.088700
0.995943	0.015130	0.088707
0.995917	0.015749	0.088890
0.995877	0.016579	0.089186
0.995837	0.017429	0.089471
0.995805	0.017978	0.089722
0.995778	0.018207	0.089973
0.995746	0.018302	0.090307
0.995712	0.018293	0.090679
0.995671	0.018278	0.091136
0.995616	0.018481	0.091687
0.995560	0.019021	0.092185
0.995501	0.019721	0.092675
0.995459	0.020189	0.093029
0.995438	0.020233	0.093239
0.995432	0.019869	0.093388
0.995425	0.019283	0.093581
0.995411	0.018691	0.093850
0.995379	0.018362	0.094251
0.995332	0.018505	0.094720
0.995259	0.019233	0.095336
0.995174	0.020294	0.096007
0.995113	0.021034	0.096473
0.995065	0.021525	0.096858
0.995023	0.021729	0.097250
0.994990	0.021663	0.097604
0.994957	0.021693	0.097931
0.994928	0.022024	0.098145
0.994898	0.022714	0.098297
0.994851	0.023792	0.098512
0.994802	0.025017	0.098707
0.994752	0.026054	0.098944
0.994722	0.026679	0.099077
0.994710	0.026812	0.099164
0.994705	0.026637	0.099260
0.994717	0.026294	0.099227
0.994730	0.026045	0.099167
0.994737	0.026094	0.099080
0.994742	0.026416	0.098944
0.994750	0.026885	0.098737
0.994776	0.027144	0.098404
0.994825	0.026845	0.097997
0.994888	0.026054	0.097564
0.994954	0.025115	0.097139
0.995015	0.024198	0.096745
0.995068	0.023412	0.096396
0.995102	0.023068	0.096129
0.995123	0.023130	0.095892
0.995155	0.023197	0.095549
0.995202	0.023023	0.095092
0.995263	0.022601	0.094552
0.995323	0.021958	0.094078
0.995370	0.021279	0.093733
0.995407	0.020763	0.093454
0.995433	0.020454	0.093248
0.995459	0.020143	0.093032
0.995495	0.019722	0.092737
0.995542	0.019115	0.092358
0.995579	0.018356	0.092113
0.995599	0.017648	0.092035
0.995618	0.017173	0.091923
0.995630	0.017040	0.091813
0.995639	0.017151	0.091701
0.995639	0.017394	0.091656
0.995641	0.017562	0.091604
0.995659	0.017372	0.091445
0.995678	0.016885	0.091324
0.995690	0.016330	0.091290
0.995694	0.015800	0.091351
0.995671	0.015580	0.091627
0.995628	0.015868	0.092047
0.995580	0.016549	0.092447
0.995542	0.017309	0.092714
0.995522	0.017721	0.092851
0.995510	0.017633	0.093004
0.995502	0.017173	0.093168
0.995486	0.016613	0.093443
0.995451	0.016263	0.093876
0.995399	0.016313	0.094414
0.995340	0.016694	0.094977
0.995285	0.017146	0.095462
0.995248	0.017472	0.095795
0.995236	0.017510	0.095909
0.995238	0.017182	0.095948
0.995252	0.016572	0.095908
0.995264	0.015932	0.095891
0.995249	0.015518	0.096115
0.995214	0.015326	0.096508
0.995172	0.015191	0.096961
0.995130	0.014929	0.097432
0.995088	0.014445	0.097936
0.995042	0.013836	0.098489
0.995006	0.013114	0.098952
0.994983	0.012258	0.099294
0.994962	0.011538	0.099586
0.994936	0.011202	0.099889
0.994896	0.011264	0.100278
0.994847	0.011649	0.100714
0.994805	0.012179	0.101068
0.994785	0.012423	0.101235
0.994786	0.012147	0.101260
0.994806	0.011417	0.101148
0.994846	0.010433	0.100856
0.994891	0.009458	0.100510
0.994930	0.008644	0.100200
0.994958	0.008312	0.099951
0.994982	0.008554	0.099684
0.995012	0.008867	0.099360
0.995061	0.008840	0.098873
0.995132	0.008566	0.098178
0.995216	0.008210	0.097350
