X,Y,Z,AccDist,zscale-x,zscale-y,zscale-z,min_n,max_n,min_r,max_r,dtw_thv
-0.259152,0.703353,0.661918,0.000000,1.122760,1.096215,-0.050331,97,291,0.800000,1.200000,0.000000
-0.296842,0.703126,0.645973,0.040949,1.153019,1.051711,-0.069331
-0.334877,0.699347,0.631351,0.081899,1.180712,1.004251,-0.084749
-0.372920,0.691912,0.618207,0.122848,1.205469,0.954143,-0.096342
-0.410540,0.680772,0.606506,0.163797,1.226819,0.901768,-0.104148
-0.447500,0.667241,0.595230,0.204747,1.245421,0.848124,-0.110179
-0.483697,0.651926,0.583759,0.245696,1.261530,0.793610,-0.115558
-0.519072,0.635246,0.571642,0.286645,1.275327,0.738480,-0.121089
-0.553560,0.617234,0.558897,0.327595,1.286788,0.682834,-0.126769
-0.587091,0.597571,0.546029,0.368544,1.295720,0.626658,-0.131781
-0.619432,0.575878,0.533365,0.409493,1.301659,0.569984,-0.135512
-0.650522,0.552378,0.520820,0.450443,1.304729,0.513034,-0.138194
-0.680460,0.527572,0.508003,0.491392,1.305358,0.455997,-0.140588
-0.709206,0.501554,0.494872,0.532341,1.303583,0.398981,-0.142801
-0.736656,0.474229,0.481629,0.573290,1.299287,0.342086,-0.144524
-0.762708,0.445471,0.468579,0.614240,1.292359,0.285421,-0.145302
-0.787214,0.415247,0.455819,0.655189,1.282662,0.229144,-0.144999
-0.809870,0.383462,0.443451,0.696138,1.269851,0.173521,-0.143445
-0.830859,0.350374,0.431621,0.737088,1.254395,0.118647,-0.140580
-0.850133,0.316054,0.420424,0.778037,1.236353,0.064672,-0.136319
-0.867665,0.280603,0.409880,0.818986,1.215800,0.011719,-0.130689
-0.883391,0.244120,0.399963,0.859936,1.192759,-0.040070,-0.123781
-0.896852,0.206559,0.390756,0.900885,1.166775,-0.090241,-0.115480
-0.908373,0.168228,0.382162,0.941834,1.138420,-0.138886,-0.106059
-0.917966,0.129238,0.374227,0.982784,1.107824,-0.185905,-0.095520
-0.925561,0.089664,0.367078,1.023733,1.075039,-0.231111,-0.083736
-0.931072,0.049584,0.360889,1.064682,1.040117,-0.274282,-0.070529
-0.934446,0.009099,0.355794,1.105632,1.003150,-0.315222,-0.055782
-0.935464,-0.031632,0.351701,1.146581,0.964046,-0.353608,-0.039703
-0.934278,-0.072426,0.348448,1.187530,0.923068,-0.389493,-0.022593
-0.930436,-0.113125,0.347311,1.228480,0.880385,-0.421790,-0.002902
-0.925082,-0.153702,0.346633,1.269429,0.836531,-0.452272,0.017258
-0.918399,-0.194050,0.344573,1.310378,0.791130,-0.481742,0.035460
-0.909825,-0.234000,0.341931,1.351328,0.744085,-0.509175,0.052628
-0.900326,-0.273581,0.337665,1.392277,0.695926,-0.535975,0.067468
-0.889467,-0.312707,0.332456,1.433226,0.646561,-0.561364,0.080797
-0.876943,-0.351327,0.327218,1.474175,0.596067,-0.584635,0.093760
-0.862732,-0.389380,0.322096,1.515125,0.544537,-0.605656,0.106509
-0.846884,-0.426792,0.317028,1.556074,0.492063,-0.624438,0.118927
-0.829199,-0.463426,0.312338,1.597023,0.438699,-0.640530,0.131355
-0.809598,-0.499152,0.308334,1.637973,0.384605,-0.653621,0.144118
-0.788319,-0.533954,0.304875,1.678922,0.329970,-0.663993,0.157036
-0.765492,-0.567792,0.301778,1.719871,0.274893,-0.671810,0.169856
-0.741247,-0.600640,0.298763,1.760821,0.219426,-0.677293,0.182207
-0.715711,-0.632471,0.295486,1.801770,0.163591,-0.680675,0.193636
-0.688991,-0.663256,0.291663,1.842719,0.107420,-0.682154,0.203767
-0.661134,-0.692942,0.287278,1.883669,0.051001,-0.681734,0.212551
-0.632162,-0.721463,0.282399,1.924618,-0.005558,-0.679353,0.220043
-0.602014,-0.748724,0.277429,1.965567,-0.062082,-0.674711,0.226712
-0.570544,-0.774532,0.272907,2.006517,-0.118336,-0.667282,0.233146
-0.537856,-0.798859,0.268871,2.047466,-0.174182,-0.657133,0.239385
-0.504117,-0.821738,0.265061,2.088415,-0.229582,-0.644560,0.245116
-0.469349,-0.843089,0.261694,2.129365,-0.284361,-0.629432,0.250580
-0.433651,-0.862895,0.258638,2.170314,-0.338457,-0.611886,0.255599
-0.397155,-0.881185,0.255546,2.211263,-0.391893,-0.592215,0.259748
-0.359973,-0.897977,0.252143,2.252213,-0.444677,-0.570656,0.262683
-0.322210,-0.913289,0.248206,2.293162,-0.496804,-0.547415,0.264131
-0.283939,-0.927114,0.243702,2.334111,-0.548209,-0.522572,0.264047
-0.245177,-0.939393,0.238919,2.375060,-0.598719,-0.495983,0.262773
-0.205920,-0.950048,0.234242,2.416010,-0.648124,-0.467427,0.260768
-0.166087,-0.958727,0.230396,2.456959,-0.695914,-0.436230,0.258779
