X,Y,Z,AccDist,zscale-x,zscale-y,zscale-z,min_n,max_n,min_r,max_r,dtw_thv
-0.282532,0.650228,0.705251,0.000000,1.087719,1.106665,0.208001,91,274,0.800000,1.200000,0.000000
-0.320230,0.650002,0.689020,0.041050,1.118447,1.067533,0.181739
-0.357778,0.647617,0.672630,0.082099,1.147042,1.026425,0.156106
-0.395222,0.642218,0.656735,0.123149,1.173020,0.982590,0.132282
-0.432301,0.633695,0.641344,0.164199,1.196031,0.936173,0.110352
-0.468808,0.622879,0.626037,0.205248,1.216463,0.888099,0.089480
-0.504613,0.609859,0.610787,0.246298,1.234262,0.838573,0.069614
-0.539598,0.594829,0.595487,0.287348,1.249447,0.787874,0.050557
-0.573666,0.577919,0.580077,0.328397,1.262018,0.736212,0.032192
-0.606737,0.559257,0.564518,0.369447,1.271997,0.683778,0.014432
-0.638758,0.538962,0.548802,0.410497,1.279436,0.630738,-0.002772
-0.669666,0.517070,0.532982,0.451546,1.284325,0.577197,-0.019357
-0.699263,0.493522,0.517028,0.492596,1.286408,0.523277,-0.035312
-0.727498,0.468440,0.500952,0.533646,1.285747,0.469153,-0.050659
-0.754345,0.441786,0.485054,0.574695,1.282392,0.414862,-0.064992
-0.779658,0.413367,0.469743,0.615745,1.276173,0.360434,-0.077677
-0.803407,0.383328,0.455016,0.656795,1.267192,0.306037,-0.088771
-0.825599,0.351924,0.440682,0.697844,1.255614,0.251877,-0.098622
-0.846174,0.319334,0.426552,0.738894,1.241472,0.198149,-0.107538
-0.864674,0.285333,0.412896,0.779944,1.224216,0.145121,-0.115018
-0.881460,0.250307,0.399665,0.820993,1.204524,0.092813,-0.121320
-0.896471,0.214278,0.387037,0.862043,1.182421,0.041338,-0.126212
-0.909638,0.177277,0.375162,0.903093,1.157923,-0.009181,-0.129499
-0.920802,0.139323,0.364209,0.944142,1.130951,-0.058542,-0.130948
-0.929435,0.100398,0.354458,0.985192,1.101074,-0.106211,-0.130111
-0.936172,0.060956,0.345367,1.026242,1.069124,-0.152452,-0.127958
-0.940953,0.021072,0.337025,1.067291,1.035140,-0.197118,-0.124392
-0.943749,-0.019147,0.329387,1.108341,0.999174,-0.240086,-0.119509
-0.944607,-0.059557,0.322276,1.149391,0.961337,-0.281295,-0.113601
-0.943556,-0.100045,0.315611,1.190440,0.921728,-0.320676,-0.106821
-0.940256,-0.140550,0.309818,1.231490,0.880226,-0.357770,-0.098591
-0.934848,-0.180931,0.304861,1.272540,0.837077,-0.392582,-0.089027
-0.927422,-0.221083,0.300807,1.313589,0.792491,-0.425082,-0.078095
-0.918047,-0.260895,0.297538,1.354639,0.746590,-0.455252,-0.066001
-0.906702,-0.300250,0.295224,1.395689,0.699519,-0.482925,-0.052564
-0.893544,-0.339102,0.293873,1.436738,0.651476,-0.508209,-0.037811
-0.878411,-0.377250,0.292948,1.477788,0.602290,-0.530849,-0.022502
-0.861069,-0.414432,0.293623,1.518838,0.552387,-0.550156,-0.005163
-0.842952,-0.451175,0.292066,1.559887,0.501320,-0.568706,0.009187
-0.823832,-0.487321,0.288604,1.600937,0.449122,-0.586068,0.020951
-0.803336,-0.522666,0.284730,1.641987,0.396152,-0.601419,0.032056
-0.781506,-0.557151,0.280390,1.683036,0.342481,-0.614750,0.042404
-0.758382,-0.590715,0.275506,1.724086,0.288177,-0.626053,0.051864
-0.733801,-0.623168,0.270249,1.765136,0.233310,-0.634962,0.060610
-0.707924,-0.654557,0.264785,1.806185,0.178056,-0.641642,0.068855
-0.680751,-0.684815,0.259251,1.847235,0.122525,-0.646004,0.076755
-0.652393,-0.713910,0.253448,1.888285,0.066781,-0.648160,0.084021
-0.622949,-0.741815,0.247236,1.929334,0.010894,-0.648203,0.090444
-0.592521,-0.768504,0.240455,1.970384,-0.045071,-0.646235,0.095794
-0.561200,-0.793939,0.232952,2.011434,-0.101044,-0.642333,0.099841
-0.529018,-0.818059,0.224772,2.052483,-0.156925,-0.636461,0.102619
-0.495944,-0.840806,0.216219,2.093533,-0.212583,-0.628479,0.104508
-0.461984,-0.862142,0.207490,2.134582,-0.267906,-0.618318,0.105748
-0.427187,-0.882030,0.198630,2.175632,-0.322799,-0.605982,0.106381
-0.391496,-0.900314,0.189858,2.216682,-0.377098,-0.591224,0.106641
-0.354801,-0.916909,0.181930,2.257731,-0.430563,-0.573722,0.107500
-0.326013,-0.922355,0.205479,2.298781,-0.455043,-0.547242,0.144304
-0.293604,-0.929478,0.222275,2.339831,-0.486978,-0.520160,0.173384
-0.255122,-0.939399,0.228060,2.380880,-0.531294,-0.491998,0.189918
-0.217238,-0.947027,0.235566,2.421930,-0.572358,-0.461876,0.207756
-0.178414,-0.957237,0.227028,2.462980,-0.622413,-0.436277,0.205680
-0.139323,-0.965900,0.217987,2.504029,-0.671524,-0.409018,0.202393
-0.099914,-0.972771,0.208781,2.545079,-0.719405,-0.379752,0.198254
-0.060164,-0.977809,0.199872,2.586129,-0.765871,-0.348333,0.193852
-0.019472,-0.979356,0.200416,2.627178,-0.806741,-0.310917,0.200639
0.020733,-0.980492,0.194089,2.668228,-0.849236,-0.274819,0.198200
0.060800,-0.980498,0.185233,2.709278,-0.891497,-0.238220,0.192002
0.100925,-0.978783,0.176805,2.750327,-0.932120,-0.199823,0.185718
0.141016,-0.975387,0.168703,2.791377,-0.971092,-0.159773,0.179220
0.180973,-0.970144,0.160894,2.832427,-1.008177,-0.118010,0.172385
0.220662,-0.962956,0.153290,2.873476,-1.043188,-0.074584,0.165044
0.260006,-0.954237,0.145538,2.914526,-1.076548,-0.030033,0.156882
0.298942,-0.943999,0.137590,2.955576,-1.108222,0.015564,0.147831
0.337411,-0.932240,0.129449,2.996625,-1.138151,0.062151,0.137888
0.375331,-0.918893,0.121139,3.037675,-1.166185,0.109719,0.127046
0.412561,-0.903647,0.112993,3.078725,-1.191791,0.158497,0.115604
0.449198,-0.886876,0.105211,3.119774,-1.215325,0.208251,0.103982
0.485183,-0.868595,0.097808,3.160824,-1.236738,0.258912,0.092194
0.520422,-0.848821,0.090635,3.201874,-1.256005,0.310349,0.080041
0.554806,-0.827622,0.083366,3.242923,-1.273199,0.362331,0.067105
0.588228,-0.805064,0.075688,3.283973,-1.288388,0.414635,0.052988
0.620618,-0.781172,0.067619,3.325023,-1.301518,0.467175,0.037714
0.651911,-0.755946,0.059285,3.366072,-1.312482,0.519910,0.021436
0.682123,-0.729370,0.051165,3.407122,-1.321108,0.572960,0.004782
0.711277,-0.701413,0.043866,3.448172,-1.327173,0.626487,-0.011463
0.739294,-0.672252,0.036833,3.489221,-1.330956,0.680141,-0.027970
0.766071,-0.642044,0.029398,3.530271,-1.332740,0.733552,-0.045569
0.791427,-0.610802,0.021291,3.571321,-1.332455,0.786487,-0.064633
0.815347,-0.578656,0.012392,3.612370,-1.330246,0.838782,-0.085270
0.837996,-0.545556,0.003675,3.653420,-1.325880,0.890821,-0.106203
0.859442,-0.511089,-0.002100,3.694470,-1.318062,0.943570,-0.123962
0.879672,-0.475520,-0.001041,3.735519,-1.305617,0.997470,-0.133350
0.898102,-0.439729,0.006953,3.776569,-1.288727,1.051133,-0.133977
0.889285,-0.457306,-0.003446,3.817619,-1.299576,1.023822,-0.142118
0.870444,-0.492050,-0.011678,3.858668,-1.315215,0.970739,-0.142255
0.849576,-0.527290,-0.009294,3.899718,-1.325506,0.917175,-0.128568
0.827282,-0.561650,-0.006707,3.940768,-1.333548,0.863140,-0.115140
0.803538,-0.595113,-0.005689,3.981817,-1.339937,0.808303,-0.104305
0.778470,-0.627611,-0.005323,4.022867,-1.344406,0.753019,-0.094868
0.751995,-0.658961,-0.006162,4.063917,-1.346911,0.697283,-0.087636
0.724370,-0.689220,-0.008500,4.104966,-1.347858,0.641232,-0.082937
0.695609,-0.718287,-0.012050,4.146016,-1.347066,0.585031,-0.080432
0.665625,-0.746053,-0.015904,4.187066,-1.344029,0.528867,-0.078984
0.634480,-0.772588,-0.019160,4.228115,-1.338544,0.472895,-0.077376
0.602250,-0.797890,-0.021557,4.269165,-1.330591,0.417238,-0.075257
0.569023,-0.821910,-0.023517,4.310215,-1.320362,0.361949,-0.073187
0.534813,-0.844517,-0.025438,4.351264,-1.307898,0.307097,-0.071735
0.499624,-0.865591,-0.027009,4.392314,-1.292984,0.252858,-0.070537
0.463625,-0.885261,-0.028207,4.433364,-1.275890,0.199272,-0.069494
0.426880,-0.903502,-0.029270,4.474413,-1.256742,0.146382,-0.068916
0.389443,-0.920271,-0.030420,4.515463,-1.235637,0.094239,-0.069105
0.351379,-0.935567,-0.031776,4.556513,-1.212677,0.042889,-0.070206
0.312668,-0.949149,-0.033206,4.597562,-1.187580,-0.007436,-0.072143
0.273388,-0.960976,-0.034513,4.638612,-1.160316,-0.056584,-0.074663
0.233690,-0.971317,-0.035573,4.679662,-1.131228,-0.104647,-0.077478
0.193620,-0.980144,-0.036285,4.720711,-1.100297,-0.151537,-0.080462
0.153582,-0.987409,-0.035052,4.761761,-1.067304,-0.196531,-0.081488
0.117042,-0.992573,-0.017074,4.802811,-1.029827,-0.233106,-0.060898
0.079379,-0.996449,-0.001423,4.843860,-0.990939,-0.269929,-0.043998
0.040434,-0.998984,0.010515,4.884910,-0.950938,-0.307356,-0.032645
-0.000545,-0.999872,0.012754,4.925960,-0.910965,-0.346894,-0.034900
-0.041564,-0.998862,0.013876,4.967009,-0.869659,-0.384839,-0.039343
-0.082495,-0.996229,0.015309,5.008059,-0.826875,-0.421073,-0.043985
-0.123259,-0.991961,0.017349,5.049109,-0.782576,-0.455454,-0.048428
-0.163763,-0.986047,0.020245,5.090158,-0.736751,-0.487839,-0.052339
-0.203889,-0.978467,0.024271,5.131208,-0.689399,-0.518048,-0.055353
-0.243507,-0.969226,0.029641,5.172258,-0.640576,-0.545918,-0.057166
-0.282526,-0.958362,0.036247,5.213307,-0.590442,-0.571422,-0.057895
-0.320914,-0.945900,0.043685,5.254357,-0.539195,-0.594627,-0.058057
-0.358649,-0.931853,0.051636,5.295407,-0.486985,-0.615582,-0.058059
-0.395653,-0.916250,0.060090,5.336456,-0.433916,-0.634244,-0.057894
-0.431695,-0.899146,0.069707,5.377506,-0.380025,-0.650323,-0.056646
-0.466623,-0.880613,0.080693,5.418556,-0.325452,-0.663708,-0.053997
-0.500346,-0.860726,0.093004,5.459605,-0.270367,-0.674394,-0.049964
-0.532902,-0.839475,0.106166,5.500655,-0.214896,-0.682490,-0.045175
-0.564356,-0.816728,0.119508,5.541705,-0.159098,-0.688055,-0.040570
-0.594673,-0.792682,0.133193,5.582754,-0.103123,-0.691216,-0.035856
